Product Link,Product Name,Price
https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-lilac-128-gb/p/itm5a31476ca6a35?pid=MOBGYT2HDZYASSZG&lid=LSTMOBGYT2HDZYASSZGKKZZ6I&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=Search&iid=40390f53-2a2a-470c-9e83-68bf998bf72d.MOBGYT2HDZYASSZG.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A35 5G (Awesome Lilac, 128 GB)","₹31,349"
https://www.flipkart.com/samsung-galaxy-a55-5g-awesome-navy-256-gb/p/itmfb3db0f07b36b?pid=MOBGYT2HY8JZCSPW&lid=LSTMOBGYT2HY8JZCSPWWIHM1C&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGYT2HY8JZCSPW.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A55 5G (Awesome Navy, 256 GB)","₹43,499"
https://www.flipkart.com/samsung-galaxy-a55-5g-awesome-iceblue-256-gb/p/itm9d66e3d4ee04f?pid=MOBGYT2H76JPBMXB&lid=LSTMOBGYT2H76JPBMXBOFTVRU&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGYT2H76JPBMXB.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 256 GB)","₹46,499"
https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-lilac-256-gb/p/itm8f49f29e842cc?pid=MOBGYT2HRXWTHACK&lid=LSTMOBGYT2HRXWTHACKPRU32E&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGYT2HRXWTHACK.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A35 5G (Awesome Lilac, 256 GB)","₹34,349"
https://www.flipkart.com/samsung-galaxy-f55-5g-raisin-black-128-gb/p/itmf0394cdb68411?pid=MOBHY9N796YGFJY2&lid=LSTMOBHY9N796YGFJY2BSFXRE&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBHY9N796YGFJY2.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy F55 5G (Raisin Black, 128 GB)","₹21,299"
https://www.flipkart.com/samsung-galaxy-a15-5g-light-blue-128-gb/p/itm7ebaa454bf5cb?pid=MOBGWD85TPKVHRUA&lid=LSTMOBGWD85TPKVHRUAAKMUOX&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGWD85TPKVHRUA.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A15 5G (Light Blue, 128 GB)","₹20,299"
https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-iceblue-128-gb/p/itm9684d2fe9201e?pid=MOBGYT2HEYWFCG8Q&lid=LSTMOBGYT2HEYWFCG8QQFMMS9&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGYT2HEYWFCG8Q.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹31,349"
https://www.flipkart.com/samsung-galaxy-s21-fe-5g-snapdragon-888-olive-256-gb/p/itmb3a0b1e650a0e?pid=MOBGSXD7TZZTJQXE&lid=LSTMOBGSXD7TZZTJQXEQ36ADO&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGSXD7TZZTJQXE.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Olive, 256 GB)","₹27,499"
https://www.flipkart.com/samsung-galaxy-s21-fe-5g-graphite-128-gb/p/itm7be0f72fff180?pid=MOBGBPFZSPRG8GSU&lid=LSTMOBGBPFZSPRG8GSUQRST90&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_32&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGBPFZSPRG8GSU.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S21 FE 5G (Graphite, 128 GB)","₹27,999"
https://www.flipkart.com/samsung-galaxy-a54-5g-awesome-violet-256-gb/p/itmb5157c4fec810?pid=MOBGNE4SXSWFUKEQ&lid=LSTMOBGNE4SXSWFUKEQDYVSA7&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_33&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGNE4SXSWFUKEQ.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A54 5G (Awesome Violet, 256 GB)","₹35,499"
